parameter,response_var,gradient_var,target,r_squared,adj_r_squared,p_value,slope,intercept,n_sites
GDD,NPP,clay,variance_explained,0.06362896100507646,0.04562182563978945,0.06574716114644083,-0.06199859661446189,3.9877893351864095,54
GDD,NPP,ocd,elasticity,0.10786011710047196,0.09070358089086572,0.015325698790815474,-0.02459330608539373,12.028786720506448,54
GDD,NPP,ocd,variance_explained,0.10786011710047191,0.09070358089086572,0.015325698790815474,-0.007341651414949741,4.936307595665883,54
GDD,NPP,twi,elasticity,0.2936476593706409,0.28006396051238414,2.3167547778638506e-5,-1.442425011981791,25.07090447235821,54
GDD,NPP,twi,variance_explained,0.29364765937064125,0.28006396051238436,2.316754777863842e-5,-0.4305960977106862,8.829671176566912,54
GDD,TotSoilCarb,MAT,elasticity,0.013695789726243971,-0.005271598932866661,0.39936110769397337,0.12301103624346348,-0.06938974533690102,54
GDD,TotSoilCarb,MAT,variance_explained,0.013695789726243903,-0.005271598932866661,0.3993611076939739,0.003480627207160773,2.205839722130803,54
GDD,TotSoilCarb,MAP,elasticity,0.06490846179519359,0.046925932214332056,0.06300128176435427,-3.1556679572252865e-4,3.616360416125884,54
GDD,TotSoilCarb,MAP,variance_explained,0.06490846179519358,0.046925932214332056,0.0630012817643545,-8.92903928306469e-6,2.3101289199341117,54
GDD,TotSoilCarb,clay,elasticity,0.06362896100507641,0.04562182563978945,0.0657471611464406,-0.11684855323616306,5.034362067144626,54
GDD,TotSoilCarb,clay,variance_explained,0.06362896100507633,0.04562182563978934,0.06574716114644033,-0.003306258250732975,2.3502516217424794,54
GDD,TotSoilCarb,ocd,elasticity,0.10786011710047193,0.09070358089086572,0.015325698790815474,-0.01383678652495498,6.8220313452788215,54
GDD,TotSoilCarb,ocd,variance_explained,0.10786011710047173,0.0907035808908655,0.015325698790815518,-3.915152421211563e-4,2.4008341590244537,54
GDD,TotSoilCarb,twi,elasticity,0.29364765937064097,0.28006396051238414,2.316754777863842e-5,-0.8115430637811359,14.159841013450144,54
GDD,TotSoilCarb,twi,variance_explained,0.293647659370641,0.28006396051238414,2.316754777863863e-5,-0.0229628084913343,2.608459269355655,54
coarse_root_respiration_Q10,AbvGrndWood,MAT,elasticity,0.013695789726243988,-0.005271598932866661,0.3993611076939745,-0.01567983913047183,3.0238274966347194,54
coarse_root_respiration_Q10,AbvGrndWood,MAT,variance_explained,0.013695789726243942,-0.005271598932866661,0.3993611076939739,0.0783949981318905,2.113631920875414,54
coarse_root_respiration_Q10,AbvGrndWood,MAP,elasticity,0.06490846179519365,0.046925932214332056,0.0630012817643541,4.022433062066541e-5,2.5540162392735084,54
coarse_root_respiration_Q10,AbvGrndWood,MAP,variance_explained,0.06490846179519358,0.046925932214332056,0.0630012817643542,-2.0111088497938668e-4,4.462562438382897,54
coarse_root_respiration_Q10,AbvGrndWood,clay,elasticity,0.06362896100507637,0.04562182563978945,0.06574716114644048,0.014894326341135692,2.373267922263059,54
coarse_root_respiration_Q10,AbvGrndWood,clay,variance_explained,0.06362896100507641,0.04562182563978945,0.06574716114644072,-0.07446764446836274,5.366255636793287,54
coarse_root_respiration_Q10,AbvGrndWood,ocd,elasticity,0.10786011710047186,0.09070358089086561,0.015325698790815443,0.0017637326976464984,2.1453992077507023,54
coarse_root_respiration_Q10,AbvGrndWood,ocd,variance_explained,0.1078601171004719,0.09070358089086572,0.015325698790815497,-0.008818191333892248,6.505538208500063,54
coarse_root_respiration_Q10,AbvGrndWood,twi,elasticity,0.29364765937064097,0.28006396051238414,2.316754777863829e-5,0.1034449028000498,1.2100711373552195,54
coarse_root_respiration_Q10,AbvGrndWood,twi,variance_explained,0.293647659370641,0.28006396051238414,2.316754777863868e-5,-0.5171968216181216,11.181928171510608,54
coarse_root_respiration_Q10,NPP,MAT,elasticity,0.013695789726243912,-0.005271598932866661,0.3993611076939704,-0.0023304570054208905,1.4238026649654107,54
coarse_root_respiration_Q10,NPP,MAT,variance_explained,0.013695789726243957,-0.005271598932866661,0.39936110769397126,0.09284677763060166,0.66468351138956006,54
coarse_root_respiration_Q10,NPP,MAP,elasticity,0.06490846179519373,0.04692593221433217,0.06300128176435475,5.978446099049608e-6,1.3539757409241255,54
coarse_root_respiration_Q10,NPP,MAP,variance_explained,0.06490846179519354,0.046925932214331945,0.06300128176435464,-2.3818480849199306e-4,3.446629230194713,54
coarse_root_respiration_Q10,NPP,clay,elasticity,0.06362896100507628,0.04562182563978934,0.06574716114644062,0.002213708117404631,1.327111550667452,54
coarse_root_respiration_Q10,NPP,clay,variance_explained,0.06362896100507641,0.04562182563978945,0.06574716114644022,-0.08819543327237046,4.516914368768686,54
coarse_root_respiration_Q10,NPP,ocd,elasticity,0.10786011710047204,0.09070358089086583,0.015325698790815533,2.621393744360721e-4,1.2932439683770467,54
coarse_root_respiration_Q10,NPP,ocd,variance_explained,0.10786011710047189,0.09070358089086561,0.015325698790815542,-0.010443786840897057,5.866218764639932,54
coarse_root_respiration_Q10,NPP,twi,elasticity,0.29364765937064075,0.2800639605123839,2.316754777863842e-5,0.01537476860569059,1.1542283932884043,54
coarse_root_respiration_Q10,NPP,twi,variance_explained,0.293647659370641,0.28006396051238414,2.3167547778638506e-5,-0.6125398231050823,11.404681030805754,54
coarse_root_respiration_Q10,TotSoilCarb,MAT,elasticity,0.013695789726243928,-0.005271598932866661,0.3993611076939739,-0.02041149145340967,2.2802562889685456,54
coarse_root_respiration_Q10,TotSoilCarb,MAT,variance_explained,0.013695789726243936,-0.005271598932866661,0.3993611076939739,-0.0319875094519373,6.483186920745232,54
coarse_root_respiration_Q10,TotSoilCarb,MAP,elasticity,0.06490846179519354,0.046925932214331945,0.06300128176435411,5.236269159721476e-5,1.6686716684536633,54
coarse_root_respiration_Q10,TotSoilCarb,MAP,variance_explained,0.06490846179519366,0.046925932214332056,0.0630012817643544,8.205927020168763e-5,5.524752850700276,54
coarse_root_respiration_Q10,TotSoilCarb,clay,elasticity,0.06362896100507635,0.04562182563978934,0.06574716114644057,0.01938893711132336,1.4333795396774707,54
coarse_root_respiration_Q10,TotSoilCarb,clay,variance_explained,0.06362896100507641,0.04562182563978945,0.06574716114644057,0.030385031418557643,5.156018933809667,54
coarse_root_respiration_Q10,TotSoilCarb,ocd,elasticity,0.1078601171004719,0.09070358089086572,0.015325698790815518,0.002295968382363584,1.1367476495116149,54
coarse_root_respiration_Q10,TotSoilCarb,ocd,variance_explained,0.10786011710047194,0.09070358089086572,0.015325698790815518,0.0035980864259645287,4.6911574898488295,54
coarse_root_respiration_Q10,TotSoilCarb,twi,elasticity,0.2936476593706411,0.28006396051238425,2.3167547778638506e-5,0.13466112323171972,-0.0808312271689294,54
coarse_root_respiration_Q10,TotSoilCarb,twi,variance_explained,0.293647659370641,0.28006396051238414,2.316754777863829e-5,0.21103180833282906,2.7830501908208545,54
SLA,AbvGrndWood,MAT,elasticity,0.013695789726243985,-0.005271598932866661,0.39936110769397193,-0.0060272286594152714,2.5748624069458232,54
SLA,AbvGrndWood,MAT,variance_explained,0.01369578972624396,-0.005271598932866661,0.3993611076939725,-0.026532128085019233,2.6438364435159483,54
SLA,AbvGrndWood,MAP,elasticity,0.06490846179519351,0.046925932214331945,0.06300128176435475,1.546197230120259e-5,2.394270000906374,54
SLA,AbvGrndWood,MAP,variance_explained,0.06490846179519358,0.046925932214332056,0.0630012817643539,6.806428836936278e-5,1.8488606563047634,54
SLA,AbvGrndWood,clay,elasticity,0.06362896100507637,0.04562182563978945,0.06574716114644022,0.005725282628156346,2.3247915179091017,54
SLA,AbvGrndWood,clay,variance_explained,0.06362896100507642,0.04562182563978945,0.06574716114644048,0.025202948253155652,1.543013290259206,54
SLA,AbvGrndWood,ocd,elasticity,0.10786011710047189,0.09070358089086561,0.015325698790815577,6.779674315754814e-4,2.2372002591426825,54
SLA,AbvGrndWood,ocd,variance_explained,0.10786011710047189,0.09070358089086561,0.015325698790815563,0.002984442726249133,1.1574326813190832,54
SLA,AbvGrndWood,twi,elasticity,0.29364765937064113,0.28006396051238436,2.3167547778638506e-5,0.039763550993021056,1.8776662036632779,54
SLA,AbvGrndWood,twi,variance_explained,0.293647659370641,0.28006396051238414,2.316754777863829e-5,0.17504091642748168,-0.42525218928137254,54
SLA,NPP,MAT,elasticity,0.013695789726244008,-0.005271598932866661,0.3993611076939726,-0.007085717686994595,2.0128035380533897,54
SLA,NPP,MAT,variance_explained,0.01369578972624398,-0.005271598932866661,0.3993611076939714,-0.04885853426305429,4.800745543765341,54
SLA,NPP,MAP,elasticity,0.06490846179519366,0.046925932214332056,0.063001281764355,1.8177370861698907e-5,1.8004958792736454,54
SLA,NPP,MAP,variance_explained,0.06490846179519365,0.046925932214332056,0.06300128176435475,1.253394132098502e-4,3.3368090056447137,54
SLA,NPP,clay,elasticity,0.06362896100507646,0.04562182563978945,0.06574716114643989,0.006730744538453613,1.7188157334457137,54
SLA,NPP,clay,variance_explained,0.06362896100507649,0.04562182563978956,0.06574716114644033,0.04641086861977187,2.7735954569494172,54
SLA,NPP,ocd,elasticity,0.10786011710047186,0.09070358089086561,0.015325698790815474,7.970306242847511e-4,1.6158418848432041,54
SLA,NPP,ocd,variance_explained,0.10786011710047193,0.09070358089086572,0.015325698790815474,0.005495808580801236,2.0635542822383974,54
SLA,NPP,twi,elasticity,0.29364765937064125,0.28006396051238436,2.316754777863868e-5,0.04674674091364158,1.1931672262324475,54
SLA,NPP,twi,variance_explained,0.2936476593706411,0.28006396051238425,2.316754777863868e-5,0.32233534322251867,-0.8509372628823608,54
SLA,TotSoilCarb,MAT,elasticity,0.01369578972624395,-0.005271598932866661,0.39936110769397104,-0.007177651090839976,0.9445696797576103,54
SLA,TotSoilCarb,MAT,variance_explained,0.013695789726243947,-0.005271598932866661,0.39936110769397415,-0.01885271824289505,1.9998883858410537,54
SLA,TotSoilCarb,MAP,elasticity,0.06490846179519352,0.046925932214331945,0.06300128176435414,1.8413212543529266e-5,0.729507442458616,54
SLA,TotSoilCarb,MAP,variance_explained,0.06490846179519365,0.046925932214332056,0.06300128176435434,4.836388724337888e-5,1.4350089129924926,54
SLA,TotSoilCarb,clay,elasticity,0.06362896100507638,0.04562182563978945,0.0657471611464403,0.00681807235522075,0.6467675403485046,54
SLA,TotSoilCarb,clay,variance_explained,0.06362896100507642,0.04562182563978945,0.06574716114644041,0.017908253751243143,1.2176854401481039,54
SLA,TotSoilCarb,ocd,elasticity,0.107860117100472,0.09070358089086583,0.015325698790815533,8.073716710913401e-4,0.5424576610392589,54
SLA,TotSoilCarb,ocd,variance_explained,0.10786011710047191,0.09070358089086572,0.015325698790815542,0.0021206311702453044,0.9437065660457864,54
SLA,TotSoilCarb,twi,elasticity,0.2936476593706409,0.28006396051238414,2.3167547778638506e-5,0.04735325491839179,0.11429902440372344,54
SLA,TotSoilCarb,twi,variance_explained,0.2936476593706413,0.28006396051238447,2.316754777863919e-5,0.12437739889582099,-0.18088893707823364,54
fine_root_respiration_Q10,AbvGrndWood,MAT,elasticity,0.013695789726243926,-0.005271598932866661,0.39936110769397015,0.02459911455922299,1.7202108848443856,54
fine_root_respiration_Q10,AbvGrndWood,MAT,variance_explained,0.01369578972624395,-0.005271598932866661,0.3993611076939706,-0.05527633582725859,5.974753740630912,54
fine_root_respiration_Q10,AbvGrndWood,MAP,elasticity,0.06490846179519358,0.046925932214332056,0.063001281764355,-6.310542530266522e-5,2.457268251624475,54
fine_root_respiration_Q10,AbvGrndWood,MAP,variance_explained,0.06490846179519355,0.046925932214332056,0.06300128176435434,1.418033430900165e-4,4.318522154245792,54
fine_root_respiration_Q10,AbvGrndWood,clay,elasticity,0.0636289610050764,0.04562182563978945,0.06574716114644022,-0.023366772892205144,2.7408329310532356,54
fine_root_respiration_Q10,AbvGrndWood,clay,variance_explained,0.0636289610050764,0.04562182563978945,0.06574716114644048,0.05250715762468538,3.6813278190140712,54
fine_root_respiration_Q10,AbvGrndWood,ocd,elasticity,0.10786011710047189,0.09070358089086561,0.015325698790815474,-0.0027670094265787068,3.098321841883892,54
fine_root_respiration_Q10,AbvGrndWood,ocd,variance_explained,0.10786011710047194,0.09070358089086572,0.015325698790815518,0.006217709256669529,2.87801934862088,54
fine_root_respiration_Q10,AbvGrndWood,twi,elasticity,0.29364765937064097,0.28006396051238414,2.316754777863868e-5,-0.1622882092967949,4.565699291528866,54
fine_root_respiration_Q10,AbvGrndWood,twi,variance_explained,0.29364765937064097,0.28006396051238414,2.316754777863868e-5,0.3646756283156816,-0.4193045650770933,54
fine_root_respiration_Q10,NPP,MAT,elasticity,0.013695789726243968,-0.005271598932866661,0.3993611076939736,0.018333387910159073,-0.10983175471140588,54
fine_root_respiration_Q10,NPP,MAT,variance_explained,0.013695789726243971,-0.005271598932866661,0.39936110769397104,-0.020788307423160776,2.6155175846008167,54
fine_root_respiration_Q10,NPP,MAP,elasticity,0.06490846179519355,0.046925932214332056,0.06300128176435499,-4.7031621342466774e-5,0.43948714799492955,54
fine_root_respiration_Q10,NPP,MAP,variance_explained,0.0649084617951935,0.046925932214331945,0.06300128176435445,5.332935777435381e-5,1.9926425176043456,54
fine_root_respiration_Q10,NPP,clay,elasticity,0.06362896100507641,0.04562182563978945,0.06574716114644011,-0.0174149403064905,0.6508240744957353,54
fine_root_respiration_Q10,NPP,clay,variance_explained,0.06362896100507638,0.04562182563978945,0.06574716114643989,0.01974687573411932,1.7530066674552203,54
fine_root_respiration_Q10,NPP,ocd,elasticity,0.10786011710047197,0.09070358089086572,0.015325698790815533,-0.0020622147616900623,0.9172557324344731,54
fine_root_respiration_Q10,NPP,ocd,variance_explained,0.10786011710047184,0.09070358089086561,0.015325698790815601,0.002338354190107846,1.450898664306293,54
fine_root_respiration_Q10,NPP,twi,elasticity,0.29364765937064097,0.28006396051238414,2.3167547778638506e-5,-0.12095121095192898,2.0108723311211536,54
fine_root_respiration_Q10,NPP,twi,variance_explained,0.2936476593706408,0.2800639605123839,2.316754777863863e-5,0.13714709844103443,0.21084209822162395,54
fine_root_respiration_Q10,TotSoilCarb,MAT,elasticity,0.013695789726243912,-0.005271598932866661,0.39936110769397226,-5.035190249868896e-4,0.34874791130119165,54
fine_root_respiration_Q10,TotSoilCarb,MAT,variance_explained,0.01369578972624395,-0.005271598932866661,0.39936110769397426,-0.04717622239180926,4.962197863033278,54
fine_root_respiration_Q10,TotSoilCarb,MAP,elasticity,0.0649084617951934,0.046925932214331834,0.0630012817643545,1.2917043068067595e-6,0.33366109157900087,54
fine_root_respiration_Q10,TotSoilCarb,MAP,variance_explained,0.06490846179519355,0.046925932214332056,0.06300128176435453,1.2102368851695399e-4,3.5486680318263253,54
fine_root_respiration_Q10,TotSoilCarb,clay,elasticity,0.06362896100507633,0.04562182563978934,0.0657471611464402,4.7829423597533393e-4,0.3278568090483048,54
fine_root_respiration_Q10,TotSoilCarb,clay,variance_explained,0.0636289610050764,0.04562182563978945,0.06574716114644057,0.04481283551436893,3.0048472228705125,54
fine_root_respiration_Q10,TotSoilCarb,ocd,elasticity,0.10786011710047176,0.0907035808908655,0.015325698790815577,5.663788772747015e-5,0.32053937217911516,54
fine_root_respiration_Q10,TotSoilCarb,ocd,variance_explained,0.10786011710047197,0.09070358089086572,0.015325698790815474,0.005306575232788949,2.3192544012528877,54
fine_root_respiration_Q10,TotSoilCarb,twi,elasticity,0.293647659370641,0.28006396051238414,2.3167547778638808e-5,0.0033218757006582243,0.2905036381304694,54
fine_root_respiration_Q10,TotSoilCarb,twi,variance_explained,0.2936476593706411,0.28006396051238425,2.3167547778638506e-5,0.31123659491571487,-0.49488448697888576,54
half_saturation_PAR,AbvGrndWood,MAT,elasticity,0.013695789726243928,-0.005271598932866661,0.39936110769397104,-0.006033076254935192,1.3737893164618653,54
half_saturation_PAR,AbvGrndWood,MAT,variance_explained,0.013695789726243959,-0.005271598932866661,0.39936110769397126,-0.07457400612207488,7.9717928085383765,54
half_saturation_PAR,AbvGrndWood,MAP,elasticity,0.06490846179519348,0.046925932214331945,0.0630012817643548,1.547697345099574e-5,1.1930217003210317,54
half_saturation_PAR,AbvGrndWood,MAP,variance_explained,0.06490846179519363,0.046925932214332056,0.0630012817643545,1.913086896492654e-4,5.73734975774285,54
half_saturation_PAR,AbvGrndWood,clay,elasticity,0.06362896100507631,0.04562182563978934,0.06574716114644057,0.005730837276725101,1.123475809549994,54
half_saturation_PAR,AbvGrndWood,clay,variance_explained,0.06362896100507644,0.04562182563978945,0.06574716114644036,0.07083807266807107,4.877702794076182,54
half_saturation_PAR,AbvGrndWood,ocd,elasticity,0.1078601171004717,0.0907035808908655,0.015325698790815518,6.786251931338281e-4,1.0357995700600466,54
half_saturation_PAR,AbvGrndWood,ocd,variance_explained,0.10786011710047186,0.09070358089086561,0.015325698790815563,0.008388390460995421,3.7939491426723415,54
half_saturation_PAR,AbvGrndWood,twi,elasticity,0.29364765937064086,0.280063960512384,2.316754777863842e-5,0.03980212944686476,0.675916695935974,54
half_saturation_PAR,AbvGrndWood,twi,variance_explained,0.2936476593706408,0.2800639605123839,2.3167547778638506e-5,0.4919885178998114,-0.6545123923869071,54
half_saturation_PAR,NPP,MAT,elasticity,0.013695789726243938,-0.005271598932866661,0.3993611076939745,-0.006748014851617566,1.1262148813232824,54
half_saturation_PAR,NPP,MAT,variance_explained,0.013695789726243957,-0.005271598932866661,0.39936110769397315,-0.06845664940596351,7.405741598763233,54
half_saturation_PAR,NPP,MAP,elasticity,0.06490846179519355,0.046925932214332056,0.06300128176435434,1.7311043701789387e-5,0.9240257315653935,54
half_saturation_PAR,NPP,MAP,variance_explained,0.06490846179519352,0.046925932214331945,0.06300128176435445,1.7561550701991052e-4,5.3545914393429745,54
half_saturation_PAR,NPP,clay,elasticity,0.06362896100507637,0.04562182563978945,0.0657471611464402,0.006409959599617276,0.8462384330196403,54
half_saturation_PAR,NPP,clay,variance_explained,0.06362896100507638,0.04562182563978945,0.06574716114644041,0.06502717712783379,4.565461903934922,54
half_saturation_PAR,NPP,ocd,elasticity,0.10786011710047189,0.09070358089086561,0.015325698790815443,0.00075904442252042105,0.7481722821520507,54
half_saturation_PAR,NPP,ocd,variance_explained,0.10786011710047201,0.09070358089086583,0.015325698790815533,0.007700285055474734,3.570609305629563,54
half_saturation_PAR,NPP,twi,elasticity,0.2936476593706411,0.28006396051238425,2.316754777863829e-5,0.04451880753433892,0.3456421504558852,54
half_saturation_PAR,NPP,twi,variance_explained,0.2936476593706411,0.28006396051238425,2.316754777863829e-5,0.45163036335334333,-0.5129418878381368,54
half_saturation_PAR,TotSoilCarb,MAT,elasticity,0.01369578972624398,-0.005271598932866661,0.39936110769397415,0.0015216884451005955,-0.007722238067046167,54
half_saturation_PAR,TotSoilCarb,MAT,variance_explained,0.013695789726243949,-0.005271598932866661,0.3993611076939738,0.06707953299439282,0.14207591457123567,54
half_saturation_PAR,TotSoilCarb,MAP,elasticity,0.06490846179519354,0.046925932214331945,0.0630012817643545,-3.903668820072303e-6,0.03787174767196596,54
half_saturation_PAR,TotSoilCarb,MAP,variance_explained,0.06490846179519363,0.046925932214332056,0.06300128176435475,-1.7208271657600141e-4,2.151963865401901,54
half_saturation_PAR,TotSoilCarb,clay,elasticity,0.06362896100507642,0.04562182563978945,0.06574716114644048,-0.001445456429895247,0.05541291140314665,54
half_saturation_PAR,TotSoilCarb,clay,variance_explained,0.06362896100507642,0.04562182563978945,0.06574716114644048,-0.06371905010733361,2.925218781711656,54
half_saturation_PAR,TotSoilCarb,ocd,elasticity,0.10786011710047187,0.09070358089086561,0.015325698790815474,-1.7116576540884552e-4,0.07752698967831996,54
half_saturation_PAR,TotSoilCarb,ocd,variance_explained,0.10786011710047191,0.09070358089086572,0.015325698790815601,-0.007545381346109978,3.9000583082101326,54
half_saturation_PAR,TotSoilCarb,twi,elasticity,0.293647659370641,0.28006396051238414,2.3167547778638035e-5,-0.010039064303247948,0.16829819627399728,54
half_saturation_PAR,TotSoilCarb,twi,variance_explained,0.29364765937064113,0.28006396051238436,2.316754777863829e-5,-0.4425450868939421,7.901462253531576,54
growth_resp_factor,AbvGrndWood,MAT,elasticity,0.013695789726243891,-0.005271598932866661,0.39936110769397604,-0.0027978704030704763,1.3021717026946469,54
growth_resp_factor,AbvGrndWood,MAT,variance_explained,0.013695789726243985,-0.005271598932866661,0.3993611076939725,0.035097080043527934,1.929383620361419,54
growth_resp_factor,AbvGrndWood,MAP,elasticity,0.06490846179519351,0.046925932214331945,0.06300128176435414,7.177526707411764e-6,1.2183397831792386,54
growth_resp_factor,AbvGrndWood,MAP,variance_explained,0.06490846179519358,0.046925932214332056,0.06300128176435475,-9.003641808717553e-5,2.9809890078754115,54
growth_resp_factor,AbvGrndWood,clay,elasticity,0.06362896100507648,0.04562182563978945,0.06574716114644011,0.0026577055093984733,1.1860875156425421,54
growth_resp_factor,AbvGrndWood,clay,variance_explained,0.06362896100507642,0.04562182563978945,0.06574716114644065,-0.033338821874350014,3.385568295778972,54
growth_resp_factor,AbvGrndWood,ocd,elasticity,0.10786011710047184,0.09070358089086561,0.015325698790815497,3.1471595292599855e-4,1.1454272048565186,54
growth_resp_factor,AbvGrndWood,ocd,variance_explained,0.1078601171004719,0.09070358089086572,0.015325698790815518,-0.003947863696151558,3.8956198623868064,54
growth_resp_factor,AbvGrndWood,twi,elasticity,0.2936476593706413,0.28006396051238447,2.316754777863808e-5,0.01845844396007228,0.9785296554910484,54
growth_resp_factor,AbvGrndWood,twi,variance_explained,0.293647659370641,0.28006396051238414,2.3167547778638808e-5,-0.23154663791241617,5.989218137246196,54
growth_resp_factor,NPP,MAT,elasticity,0.013695789726243949,-0.005271598932866661,0.3993611076939607,-6.37274151342911e-4,0.8195310104085028,54
growth_resp_factor,NPP,MAT,variance_explained,0.013695789726243957,-0.005271598932866661,0.3993611076939726,0.03773425678577551,1.600590103707267,54
growth_resp_factor,NPP,MAP,elasticity,0.06490846179519347,0.046925932214331945,0.06300128176435517,1.6348334919969953e-6,0.8004365179309388,54
growth_resp_factor,NPP,MAP,variance_explained,0.06490846179519343,0.046925932214331834,0.06300128176435474,-9.680170874498236e-5,2.7312125851371833,54
growth_resp_factor,NPP,clay,elasticity,0.06362896100507619,0.045621825639789226,0.06574716114643982,6.053486327181307e-4,0.7930903819552425,54
growth_resp_factor,NPP,clay,variance_explained,0.06362896100507641,0.04562182563978945,0.06574716114644041,-0.03584388399210829,3.166191754943488,54
growth_resp_factor,NPP,ocd,elasticity,0.10786011710047151,0.09070358089086528,0.01532569879081568,7.168321363093979e-5,0.7838291363231843,54
growth_resp_factor,NPP,ocd,variance_explained,0.1078601171004718,0.09070358089086561,0.015325698790815577,-0.004244504166189013,3.714568336827146,54
growth_resp_factor,NPP,twi,elasticity,0.2936476593706399,0.280063960512383,2.3167547778639404e-5,0.004204300955775553,0.7458146900441982,54
growth_resp_factor,NPP,twi,variance_explained,0.29364765937064097,0.28006396051238414,2.316754777863829e-5,-0.24894493450834224,5.965478521145147,54
growth_resp_factor,TotSoilCarb,MAT,elasticity,0.013695789726243947,-0.005271598932866661,0.3993611076939716,-0.0020283252705856174,0.21104638359434547,54
growth_resp_factor,TotSoilCarb,MAT,variance_explained,0.013695789726243907,-0.005271598932866661,0.39936110769396915,0.001127522154023361,0.3419458915994713,54
growth_resp_factor,TotSoilCarb,MAP,elasticity,0.06490846179519355,0.046925932214332056,0.063001281764355,5.203371387384294e-6,0.15027216022495882,54
growth_resp_factor,TotSoilCarb,MAP,variance_explained,0.06490846179519337,0.046925932214331834,0.0630012817643545,-2.8924929349192364e-6,0.37572956734234825,54
growth_resp_factor,TotSoilCarb,clay,elasticity,0.06362896100507644,0.04562182563978945,0.06574716114644057,0.0019267122739393364,0.12689077372236138,54
growth_resp_factor,TotSoilCarb,clay,variance_explained,0.06362896100507637,0.04562182563978945,0.06574716114643998,-0.0010710366846970773,0.3887270050096558,54
growth_resp_factor,TotSoilCarb,ocd,elasticity,0.1078601171004719,0.09070358089086572,0.015325698790815577,2.2815435614018705e-4,0.0974139488534725,54
growth_resp_factor,TotSoilCarb,ocd,variance_explained,0.10786011710047178,0.09070358089086561,0.015325698790815648,-1.2682832226939734e-4,0.4051128251500038,54
growth_resp_factor,TotSoilCarb,twi,elasticity,0.29364765937064086,0.280063960512384,2.316754777863808e-5,0.013381509128805655,-0.023578973694078315,54
growth_resp_factor,TotSoilCarb,twi,variance_explained,0.2936476593706406,0.2800639605123837,2.316754777863868e-5,-0.007438623486970574,0.4723713672737764,54
dVPDSlope,AbvGrndWood,MAT,elasticity,0.013695789726243973,-0.005271598932866661,0.39936110769397193,-0.010542358514643123,1.3556569062662989,54
dVPDSlope,AbvGrndWood,MAT,variance_explained,0.01369578972624394,-0.005271598932866661,0.39936110769397204,-0.03803950991887905,4.1811567061441854,54
dVPDSlope,AbvGrndWood,MAP,elasticity,0.06490846179519355,0.046925932214332056,0.0630012817643545,2.7044876601474965e-5,1.0397787478168439,54
dVPDSlope,AbvGrndWood,MAP,variance_explained,0.06490846179519344,0.046925932214331834,0.06300128176435427,9.758479094670538e-5,3.041387998335063,54
dVPDSlope,AbvGrndWood,clay,elasticity,0.06362896100507646,0.04562182563978945,0.06574716114644101,0.01001421805515801,0.9182524015969151,54
dVPDSlope,AbvGrndWood,clay,variance_explained,0.0636289610050764,0.04562182563978945,0.06574716114644036,0.03613384486117501,2.602890043060903,54
dVPDSlope,AbvGrndWood,ocd,elasticity,0.10786011710047191,0.09070358089086572,0.015325698790815443,0.0011858477799337242,0.7650445999944354,54
dVPDSlope,AbvGrndWood,ocd,variance_explained,0.10786011710047198,0.09070358089086572,0.015325698790815518,0.00427884029218073,2.0500773417462743,54
dVPDSlope,AbvGrndWood,twi,elasticity,0.29364765937064097,0.28006396051238414,2.316754777863829e-5,0.0695513036043319,0.13617565785358768,54
dVPDSlope,AbvGrndWood,twi,variance_explained,0.2936476593706411,0.28006396051238425,2.3167547778638506e-5,0.2509587868457643,-0.2190416916289208,54
dVPDSlope,NPP,MAT,elasticity,0.013695789726243973,-0.005271598932866661,0.39936110769397204,-0.003254459782548411,0.4542108924014336,54
dVPDSlope,NPP,MAT,variance_explained,0.013695789726243983,-0.005271598932866661,0.3993611076939746,-0.03373239643038542,3.777114409954319,54
dVPDSlope,NPP,MAP,elasticity,0.06490846179519355,0.046925932214332056,0.06300128176435464,8.34883988257767e-6,0.35669829487106913,54
dVPDSlope,NPP,MAP,variance_explained,0.06490846179519365,0.046925932214332056,0.06300128176435489,8.653552216656849e-5,2.766398710073965,54
dVPDSlope,NPP,clay,elasticity,0.06362896100507635,0.04562182563978934,0.06574716114644022,0.0030914211339819224,0.31918272321379054,54
dVPDSlope,NPP,clay,variance_explained,0.06362896100507638,0.04562182563978945,0.06574716114644018,0.032042504806463756,2.3775507230003874,54
dVPDSlope,NPP,ocd,elasticity,0.10786011710047194,0.09070358089086572,0.015325698790815577,3.660750014010752e-4,0.271886984978806,54
dVPDSlope,NPP,ocd,variance_explained,0.10786011710047204,0.09070358089086583,0.015325698790815518,0.003794358479011671,1.8873315474046866,54
dVPDSlope,NPP,twi,elasticity,0.293647659370641,0.28006396051238414,2.316754777863868e-5,0.021470709812203215,0.07775313173824086,54
dVPDSlope,NPP,twi,variance_explained,0.29364765937064097,0.28006396051238414,2.316754777863829e-5,0.2225433845920437,-0.12486111608589126,54
dVPDSlope,TotSoilCarb,MAT,elasticity,0.013695789726243971,-0.005271598932866661,0.3993611076939748,-0.006043076133562681,1.0950158193140447,54
dVPDSlope,TotSoilCarb,MAT,variance_explained,0.01369578972624396,-0.005271598932866661,0.39936110769397315,-0.026706100693601607,4.243804968472734,54
dVPDSlope,TotSoilCarb,MAP,elasticity,0.06490846179519359,0.046925932214332056,0.06300128176435404,1.5502626674905394e-5,0.9139485792094468,54
