event_id,site_id,treatment_id,study_year,calendar_year,event_type,crop_or_material,approx_month,approx_doy,exact_date_known,amount,amount_unit,amount_basis,notes
ev_y4_040,white_salinas_usda,sys4_annual_mustard,4,2007,cover_crop_planting,mustard,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 5
ev_y4_041,white_salinas_usda,sys5_annual_rye,4,2007,cover_crop_planting,rye,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 5
# YEAR 5 (veg 2008) - sys1/sys2 fallow; sys3-5 annual
ev_y5_001,white_salinas_usda,sys3_annual_legumerye,5,2008,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y5_002,white_salinas_usda,sys4_annual_mustard,5,2008,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y5_003,white_salinas_usda,sys5_annual_rye,5,2008,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y5_004,white_salinas_usda,sys2_quad_compost,5,2008,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y5_005,white_salinas_usda,sys3_annual_legumerye,5,2008,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y5_006,white_salinas_usda,sys4_annual_mustard,5,2008,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y5_007,white_salinas_usda,sys5_annual_rye,5,2008,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y5_008,white_salinas_usda,sys1_control,5,2008,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y5_009,white_salinas_usda,sys2_quad_compost,5,2008,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y5_010,white_salinas_usda,sys3_annual_legumerye,5,2008,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y5_011,white_salinas_usda,sys4_annual_mustard,5,2008,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y5_012,white_salinas_usda,sys5_annual_rye,5,2008,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y5_013,white_salinas_usda,sys1_control,5,2008,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y5_014,white_salinas_usda,sys2_quad_compost,5,2008,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y5_015,white_salinas_usda,sys3_annual_legumerye,5,2008,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y5_016,white_salinas_usda,sys4_annual_mustard,5,2008,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y5_017,white_salinas_usda,sys5_annual_rye,5,2008,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y5_018,white_salinas_usda,sys1_control,5,2008,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y5_019,white_salinas_usda,sys2_quad_compost,5,2008,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y5_020,white_salinas_usda,sys3_annual_legumerye,5,2008,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y5_021,white_salinas_usda,sys4_annual_mustard,5,2008,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y5_022,white_salinas_usda,sys5_annual_rye,5,2008,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y5_023,white_salinas_usda,sys1_control,5,2008,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y5_024,white_salinas_usda,sys2_quad_compost,5,2008,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y5_025,white_salinas_usda,sys3_annual_legumerye,5,2008,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y5_026,white_salinas_usda,sys4_annual_mustard,5,2008,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y5_027,white_salinas_usda,sys5_annual_rye,5,2008,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y5_028,white_salinas_usda,sys2_quad_compost,5,2008,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y5_029,white_salinas_usda,sys3_annual_legumerye,5,2008,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y5_030,white_salinas_usda,sys4_annual_mustard,5,2008,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y5_031,white_salinas_usda,sys5_annual_rye,5,2008,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y5_032,white_salinas_usda,sys1_control,5,2008,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y5_033,white_salinas_usda,sys2_quad_compost,5,2008,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y5_034,white_salinas_usda,sys3_annual_legumerye,5,2008,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y5_035,white_salinas_usda,sys4_annual_mustard,5,2008,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y5_036,white_salinas_usda,sys5_annual_rye,5,2008,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y5_037,white_salinas_usda,sys3_annual_legumerye,5,2008,cover_crop_planting,legume-rye,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 6
ev_y5_038,white_salinas_usda,sys4_annual_mustard,5,2008,cover_crop_planting,mustard,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 6
ev_y5_039,white_salinas_usda,sys5_annual_rye,5,2008,cover_crop_planting,rye,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 6
# YEAR 6 (veg 2009; sampling Oct 30 2009) - sys1/sys2 fallow; sys3-5 annual
ev_y6_001,white_salinas_usda,sys3_annual_legumerye,6,2009,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y6_002,white_salinas_usda,sys4_annual_mustard,6,2009,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y6_003,white_salinas_usda,sys5_annual_rye,6,2009,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y6_004,white_salinas_usda,sys2_quad_compost,6,2009,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y6_005,white_salinas_usda,sys3_annual_legumerye,6,2009,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y6_006,white_salinas_usda,sys4_annual_mustard,6,2009,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y6_007,white_salinas_usda,sys5_annual_rye,6,2009,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y6_008,white_salinas_usda,sys1_control,6,2009,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y6_009,white_salinas_usda,sys2_quad_compost,6,2009,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y6_010,white_salinas_usda,sys3_annual_legumerye,6,2009,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y6_011,white_salinas_usda,sys4_annual_mustard,6,2009,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y6_012,white_salinas_usda,sys5_annual_rye,6,2009,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y6_013,white_salinas_usda,sys1_control,6,2009,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y6_014,white_salinas_usda,sys2_quad_compost,6,2009,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y6_015,white_salinas_usda,sys3_annual_legumerye,6,2009,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y6_016,white_salinas_usda,sys4_annual_mustard,6,2009,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y6_017,white_salinas_usda,sys5_annual_rye,6,2009,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y6_018,white_salinas_usda,sys1_control,6,2009,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y6_019,white_salinas_usda,sys2_quad_compost,6,2009,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y6_020,white_salinas_usda,sys3_annual_legumerye,6,2009,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y6_021,white_salinas_usda,sys4_annual_mustard,6,2009,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y6_022,white_salinas_usda,sys5_annual_rye,6,2009,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y6_023,white_salinas_usda,sys1_control,6,2009,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y6_024,white_salinas_usda,sys2_quad_compost,6,2009,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y6_025,white_salinas_usda,sys3_annual_legumerye,6,2009,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y6_026,white_salinas_usda,sys4_annual_mustard,6,2009,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y6_027,white_salinas_usda,sys5_annual_rye,6,2009,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y6_028,white_salinas_usda,sys2_quad_compost,6,2009,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y6_029,white_salinas_usda,sys3_annual_legumerye,6,2009,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y6_030,white_salinas_usda,sys4_annual_mustard,6,2009,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y6_031,white_salinas_usda,sys5_annual_rye,6,2009,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y6_032,white_salinas_usda,sys1_control,6,2009,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y6_033,white_salinas_usda,sys2_quad_compost,6,2009,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y6_034,white_salinas_usda,sys3_annual_legumerye,6,2009,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y6_035,white_salinas_usda,sys4_annual_mustard,6,2009,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y6_036,white_salinas_usda,sys5_annual_rye,6,2009,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y6_037,white_salinas_usda,sys3_annual_legumerye,6,2009,cover_crop_planting,legume-rye,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 7
ev_y6_038,white_salinas_usda,sys4_annual_mustard,6,2009,cover_crop_planting,mustard,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 7
ev_y6_039,white_salinas_usda,sys5_annual_rye,6,2009,cover_crop_planting,rye,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 7
# YEAR 7 (veg 2010) - sys1/sys2 fallow; sys3-5 annual
ev_y7_001,white_salinas_usda,sys3_annual_legumerye,7,2010,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y7_002,white_salinas_usda,sys4_annual_mustard,7,2010,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y7_003,white_salinas_usda,sys5_annual_rye,7,2010,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y7_004,white_salinas_usda,sys2_quad_compost,7,2010,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y7_005,white_salinas_usda,sys3_annual_legumerye,7,2010,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y7_006,white_salinas_usda,sys4_annual_mustard,7,2010,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y7_007,white_salinas_usda,sys5_annual_rye,7,2010,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y7_008,white_salinas_usda,sys1_control,7,2010,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y7_009,white_salinas_usda,sys2_quad_compost,7,2010,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y7_010,white_salinas_usda,sys3_annual_legumerye,7,2010,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y7_011,white_salinas_usda,sys4_annual_mustard,7,2010,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y7_012,white_salinas_usda,sys5_annual_rye,7,2010,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y7_013,white_salinas_usda,sys1_control,7,2010,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y7_014,white_salinas_usda,sys2_quad_compost,7,2010,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y7_015,white_salinas_usda,sys3_annual_legumerye,7,2010,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y7_016,white_salinas_usda,sys4_annual_mustard,7,2010,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y7_017,white_salinas_usda,sys5_annual_rye,7,2010,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left
ev_y7_018,white_salinas_usda,sys1_control,7,2010,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y7_019,white_salinas_usda,sys2_quad_compost,7,2010,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y7_020,white_salinas_usda,sys3_annual_legumerye,7,2010,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y7_021,white_salinas_usda,sys4_annual_mustard,7,2010,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y7_022,white_salinas_usda,sys5_annual_rye,7,2010,planting,broccoli,July,196,FALSE,NA,NA,NA,Broccoli transplanted
ev_y7_023,white_salinas_usda,sys1_control,7,2010,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y7_024,white_salinas_usda,sys2_quad_compost,7,2010,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y7_025,white_salinas_usda,sys3_annual_legumerye,7,2010,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y7_026,white_salinas_usda,sys4_annual_mustard,7,2010,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y7_027,white_salinas_usda,sys5_annual_rye,7,2010,harvest,broccoli,October,274,FALSE,NA,NA,NA,component=head/floret; stover left
ev_y7_028,white_salinas_usda,sys2_quad_compost,7,2010,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y7_029,white_salinas_usda,sys3_annual_legumerye,7,2010,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y7_030,white_salinas_usda,sys4_annual_mustard,7,2010,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y7_031,white_salinas_usda,sys5_annual_rye,7,2010,compost_application,urban_yard_waste_compost,October,278,FALSE,7.6,Mg/ha,oven-dry,Second annual application
ev_y7_032,white_salinas_usda,sys1_control,7,2010,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y7_033,white_salinas_usda,sys2_quad_compost,7,2010,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y7_034,white_salinas_usda,sys3_annual_legumerye,7,2010,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y7_035,white_salinas_usda,sys4_annual_mustard,7,2010,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
ev_y7_036,white_salinas_usda,sys5_annual_rye,7,2010,tillage,NA,October,283,FALSE,NA,NA,NA,Subsoiling ~1m
# sys1/sys2 quadrennial cover crop planted fall 2010 (Year 8 season)
ev_y7_037,white_salinas_usda,sys1_control,7,2010,cover_crop_planting,legume-rye,October,288,FALSE,NA,NA,NA,Quadrennial Year 8: cover crop planted for Year 8 season
ev_y7_038,white_salinas_usda,sys2_quad_compost,7,2010,cover_crop_planting,legume-rye,October,288,FALSE,NA,NA,NA,Quadrennial Year 8: cover crop planted for Year 8 season
ev_y7_039,white_salinas_usda,sys3_annual_legumerye,7,2010,cover_crop_planting,legume-rye,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 8
ev_y7_040,white_salinas_usda,sys4_annual_mustard,7,2010,cover_crop_planting,mustard,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 8
ev_y7_041,white_salinas_usda,sys5_annual_rye,7,2010,cover_crop_planting,rye,October,288,FALSE,NA,NA,NA,Annual: cover crop for Year 8
# YEAR 8 (veg 2011; final sampling August 2011) - ALL systems have cover crop
ev_y8_001,white_salinas_usda,sys1_control,8,2011,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated (quadrennial Year 8)
ev_y8_002,white_salinas_usda,sys2_quad_compost,8,2011,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated (quadrennial Year 8)
ev_y8_003,white_salinas_usda,sys3_annual_legumerye,8,2011,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y8_004,white_salinas_usda,sys4_annual_mustard,8,2011,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y8_005,white_salinas_usda,sys5_annual_rye,8,2011,tillage,NA,February,46,FALSE,NA,NA,NA,Cover crop incorporated
ev_y8_006,white_salinas_usda,sys2_quad_compost,8,2011,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y8_007,white_salinas_usda,sys3_annual_legumerye,8,2011,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y8_008,white_salinas_usda,sys4_annual_mustard,8,2011,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y8_009,white_salinas_usda,sys5_annual_rye,8,2011,compost_application,urban_yard_waste_compost,May,121,FALSE,7.6,Mg/ha,oven-dry,Before lettuce
ev_y8_010,white_salinas_usda,sys1_control,8,2011,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y8_011,white_salinas_usda,sys2_quad_compost,8,2011,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y8_012,white_salinas_usda,sys3_annual_legumerye,8,2011,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y8_013,white_salinas_usda,sys4_annual_mustard,8,2011,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y8_014,white_salinas_usda,sys5_annual_rye,8,2011,planting,romaine_lettuce,May,135,FALSE,NA,NA,NA,Romaine lettuce
ev_y8_015,white_salinas_usda,sys1_control,8,2011,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left; final sampling August 2011
ev_y8_016,white_salinas_usda,sys2_quad_compost,8,2011,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left; final sampling August 2011
ev_y8_017,white_salinas_usda,sys3_annual_legumerye,8,2011,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left; final sampling August 2011
ev_y8_018,white_salinas_usda,sys4_annual_mustard,8,2011,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left; final sampling August 2011
ev_y8_019,white_salinas_usda,sys5_annual_rye,8,2011,harvest,romaine_lettuce,July,182,FALSE,NA,NA,NA,component=head; stover left; final sampling August 2011
